canonical_agent_id,tenure_bucket,calls,contacted,avg_duration_sec,contact_rate
EMP::EMP00023,181-365d,538,110,442.9506398537477,0.20446096654275092
EMP::EMP00023,365d+,1097,203,447.02695417789755,0.18505013673655424
EMP::EMP00024,31-90d,85,15,453.15294117647056,0.17647058823529413
EMP::EMP00024,91-180d,321,66,433.2888198757764,0.205607476635514
EMP::EMP00024,181-365d,884,195,444.41130820399115,0.22058823529411764
EMP::EMP00024,365d+,1380,284,447.8572448251249,0.20579710144927535
EMP::EMP00025,31-90d,12,2,467.5,0.16666666666666666
EMP::EMP00025,91-180d,97,21,507.88659793814435,0.21649484536082475
EMP::EMP00025,181-365d,467,88,441.22478991596637,0.18843683083511778
EMP::EMP00025,365d+,1497,292,456.47109067017084,0.19505678022712092
EMP::EMP00026,31-90d,59,10,505.01666666666665,0.1694915254237288
EMP::EMP00026,91-180d,251,53,447.45098039215685,0.21115537848605578
EMP::EMP00026,181-365d,947,184,451.6298227320125,0.19429778247096094
EMP::EMP00026,365d+,1780,356,449.6589658965897,0.2
EMP::EMP00027,31-90d,24,4,360.125,0.16666666666666666
EMP::EMP00027,91-180d,200,29,420.807881773399,0.145
EMP::EMP00027,181-365d,741,146,446.0996015936255,0.1970310391363023
EMP::EMP00027,365d+,1555,291,436.23335447051363,0.18713826366559486
EMP::EMP00028,31-90d,51,15,412.80392156862746,0.29411764705882354
EMP::EMP00028,91-180d,240,49,476.08641975308643,0.20416666666666666
EMP::EMP00028,181-365d,458,99,468.91684434968016,0.21615720524017468
EMP::EMP00028,365d+,1202,260,441.89501915708814,0.21630615640599002
EMP::EMP00029,31-90d,29,3,482.23333333333335,0.10344827586206896
EMP::EMP00029,91-180d,154,34,436.6792452830189,0.22077922077922077
EMP::EMP00029,181-365d,682,131,448.42877697841726,0.19208211143695014
EMP::EMP00029,365d+,1646,360,456.52472996020464,0.2187120291616039
EMP::EMP00030,31-90d,9,1,390.55555555555554,0.1111111111111111
EMP::EMP00030,91-180d,85,7,442.3764705882353,0.08235294117647059
EMP::EMP00030,181-365d,320,67,452.1993769470405,0.209375
EMP::EMP00030,365d+,2254,456,461.30570175438595,0.2023070097604259
EMP::EMP00031,31-90d,22,4,452.27272727272725,0.18181818181818182
EMP::EMP00031,91-180d,69,9,443.01428571428573,0.13043478260869565
EMP::EMP00031,181-365d,463,77,462.1927194860814,0.16630669546436286
EMP::EMP00031,365d+,1234,251,453.57382282521945,0.2034035656401945
EMP::EMP00032,31-90d,10,1,568.4,0.1
EMP::EMP00032,91-180d,96,17,453.5625,0.17708333333333334
EMP::EMP00032,181-365d,292,64,475.6418918918919,0.2191780821917808
EMP::EMP00032,365d+,1532,329,445.43243243243245,0.21475195822454307
EMP::EMP00033,31-90d,17,0,418.8235294117647,0.0
EMP::EMP00033,91-180d,126,24,457.8897637795276,0.19047619047619047
EMP::EMP00033,181-365d,466,102,453.8837209302326,0.21888412017167383
EMP::EMP00033,365d+,754,145,446.3120104438642,0.19230769230769232
EMP::EMP00034,31-90d,18,7,605.7222222222222,0.3888888888888889
EMP::EMP00034,91-180d,112,22,418.35714285714283,0.19642857142857142
EMP::EMP00034,181-365d,533,106,445.456561922366,0.19887429643527205
EMP::EMP00034,365d+,1493,293,456.8721007289596,0.19624916275954454
EMP::EMP00035,31-90d,9,6,436.1111111111111,0.6666666666666666
EMP::EMP00035,91-180d,111,21,452.30357142857144,0.1891891891891892
EMP::EMP00035,181-365d,521,107,452.4304761904762,0.2053742802303263
EMP::EMP00035,365d+,2023,439,450.4324060517325,0.21700444883835887
EMP::EMP00036,91-180d,20,7,548.45,0.35
EMP::EMP00036,181-365d,377,67,440.8219895287958,0.17771883289124668
EMP::EMP00036,365d+,1492,321,451.6613651424785,0.21514745308310992
EMP::EMP00037,31-90d,27,8,446.85714285714283,0.2962962962962963
EMP::EMP00037,91-180d,63,12,481.359375,0.19047619047619047
EMP::EMP00037,181-365d,540,107,436.7974217311234,0.19814814814814816
EMP::EMP00037,365d+,1431,292,451.7465659340659,0.20405310971348709
EMP::EMP00038,31-90d,36,3,428.27027027027026,0.08333333333333333
EMP::EMP00038,91-180d,126,26,458.7519379844961,0.20634920634920634
EMP::EMP00038,181-365d,604,116,442.5646481178396,0.19205298013245034
EMP::EMP00038,365d+,1340,253,450.78429933969187,0.18880597014925374
EMP::EMP00039,31-90d,51,10,471.5576923076923,0.19607843137254902
EMP::EMP00039,91-180d,134,32,452.5514705882353,0.23880597014925373
EMP::EMP00039,181-365d,311,68,436.687898089172,0.21864951768488747
EMP::EMP00039,365d+,1720,354,439.99598853868196,0.2058139534883721
EMP::EMP00040,31-90d,35,13,449.74285714285713,0.37142857142857144
EMP::EMP00040,91-180d,283,52,446.5191637630662,0.18374558303886926
EMP::EMP00040,181-365d,805,184,439.9020501138952,0.22857142857142856
EMP::EMP00040,365d+,1236,251,447.08490566037733,0.20307443365695793
EMP::EMP00041,31-90d,34,3,426.57142857142856,0.08823529411764706
EMP::EMP00041,91-180d,240,46,450.53061224489795,0.19166666666666668
EMP::EMP00041,181-365d,610,125,442.479674796748,0.20491803278688525
EMP::EMP00041,365d+,2040,431,443.7228412256267,0.21127450980392157
EMP::EMP00042,31-90d,23,7,493.7391304347826,0.30434782608695654
EMP::EMP00042,91-180d,80,14,515.1111111111111,0.175
EMP::EMP00042,181-365d,394,86,459.0448877805486,0.2182741116751269
EMP::EMP00042,365d+,1404,300,449.22333333333336,0.21367521367521367
EMP::EMP00043,31-90d,18,4,483.1111111111111,0.2222222222222222
EMP::EMP00043,91-180d,77,18,443.6125,0.23376623376623376
EMP::EMP00043,181-365d,577,115,444.9406779661017,0.19930675909878684
EMP::EMP00043,365d+,2188,433,454.90925110132156,0.19789762340036562
EMP::EMP00044,31-90d,44,12,438.6136363636364,0.2727272727272727
EMP::EMP00044,91-180d,191,32,472.64248704663214,0.16753926701570682
EMP::EMP00044,181-365d,655,132,463.2284417549168,0.2015267175572519
EMP::EMP00044,365d+,1698,354,453.01742160278746,0.20848056537102475
EMP::EMP00045,31-90d,34,3,381.20588235294116,0.08823529411764706
EMP::EMP00045,91-180d,315,55,460.44236760124613,0.1746031746031746
EMP::EMP00045,181-365d,707,153,459.26080892608087,0.2164073550212164
EMP::EMP00045,365d+,2056,426,457.51671442215854,0.20719844357976655
EMP::EMP00046,31-90d,10,0,332.7,0.0
EMP::EMP00046,91-180d,82,20,485.6,0.24390243902439024
EMP::EMP00046,181-365d,406,72,452.68215158924204,0.17733990147783252
EMP::EMP00046,365d+,1529,305,455.9709864603482,0.19947678221059517
EMP::EMP00047,31-90d,24,9,434.0833333333333,0.375
EMP::EMP00047,91-180d,142,21,490.85915492957747,0.14788732394366197
EMP::EMP00047,181-365d,629,118,445.26498422712933,0.1875993640699523
EMP::EMP00047,365d+,1684,339,463.42160892542574,0.2013064133016627
EMP::EMP00048,31-90d,37,12,395.3076923076923,0.32432432432432434
EMP::EMP00048,91-180d,174,42,457.864406779661,0.2413793103448276
EMP::EMP00048,181-365d,556,120,446.47864768683274,0.2158273381294964
EMP::EMP00048,365d+,1636,310,446.3910950661853,0.18948655256723718
EMP::EMP00049,31-90d,33,3,519.170731707317,0.09090909090909091
EMP::EMP00049,91-180d,168,64,411.74178403755866,0.38095238095238093
EMP::EMP00049,181-365d,851,182,455.82796892341844,0.21386603995299647
EMP::EMP00049,365d+,1895,344,458.47165886635463,0.18153034300791557
EMP::EMP00050,31-90d,70,9,422.72857142857146,0.12857142857142856
EMP::EMP00050,91-180d,210,46,450.28372093023256,0.21904761904761905
EMP::EMP00050,181-365d,792,159,462.05940594059405,0.20075757575757575
EMP::EMP00050,365d+,2007,412,460.619656019656,0.20528151469855505
EMP::EMP00051,31-90d,22,6,498.7083333333333,0.2727272727272727
EMP::EMP00051,91-180d,226,57,434.5764192139738,0.252212389380531
EMP::EMP00051,181-365d,543,97,450.544964028777,0.17863720073664824
EMP::EMP00051,365d+,1384,305,447.4504632929437,0.2203757225433526
EMP::EMP00052,31-90d,30,6,451.84375,0.2
EMP::EMP00052,91-180d,251,48,461.45454545454544,0.19123505976095617
EMP::EMP00052,181-365d,437,77,459.2924107142857,0.17620137299771166
EMP::EMP00052,365d+,1875,386,445.20535714285717,0.20586666666666667
EMP::EMP00053,31-90d,25,3,574.2692307692307,0.12
EMP::EMP00053,91-180d,175,35,456.07909604519773,0.2
EMP::EMP00053,181-365d,678,141,453.4809941520468,0.2079646017699115
EMP::EMP00053,365d+,1642,330,462.18876941457586,0.20097442143727162
EMP::EMP00054,31-90d,48,16,474.9375,0.3333333333333333
EMP::EMP00054,91-180d,203,45,456.20388349514565,0.22167487684729065
EMP::EMP00054,181-365d,629,115,435.94383775351014,0.18282988871224165
EMP::EMP00054,365d+,1947,396,449.7252412392077,0.2033898305084746
EMP::EMP00055,31-90d,34,7,498.55882352941177,0.20588235294117646
EMP::EMP00055,91-180d,157,34,408.0506329113924,0.21656050955414013
EMP::EMP00055,181-365d,677,127,440.80924855491327,0.18759231905465287
EMP::EMP00055,365d+,1268,273,448.05801305293693,0.21529968454258674
EMP::EMP00056,31-90d,9,0,537.1111111111111,0.0
EMP::EMP00056,91-180d,126,17,453.34645669291336,0.1349206349206349
EMP::EMP00056,181-365d,518,87,436.9316888045541,0.16795366795366795
EMP::EMP00056,365d+,1174,228,457.46410684474125,0.19420783645655879
EMP::EMP00057,31-90d,23,2,510.2083333333333,0.08695652173913043
EMP::EMP00057,91-180d,83,16,463.1566265060241,0.1927710843373494
EMP::EMP00057,181-365d,320,70,445.64814814814815,0.21875
EMP::EMP00057,365d+,1847,373,453.78483606557376,0.20194910665944776
EMP::EMP00058,31-90d,22,7,347.90909090909093,0.3181818181818182
EMP::EMP00058,91-180d,100,21,430.04901960784315,0.21
EMP::EMP00058,181-365d,535,110,435.2490774907749,0.205607476635514
EMP::EMP00058,365d+,1684,339,459.7019906323185,0.2013064133016627
EMP::EMP00059,31-90d,71,13,406.5068493150685,0.18309859154929578
EMP::EMP00059,91-180d,220,56,436.89237668161434,0.2545454545454545
EMP::EMP00059,181-365d,522,89,457.04536862003783,0.17049808429118773
EMP::EMP00059,365d+,1438,305,447.5573883161512,0.2121001390820584
EMP::EMP00060,31-90d,13,3,541.0,0.23076923076923078
EMP::EMP00060,91-180d,46,9,440.8936170212766,0.1956521739130435
EMP::EMP00060,181-365d,312,72,435.8107255520505,0.23076923076923078
EMP::EMP00060,365d+,1543,312,450.22576530612247,0.20220349967595594
EMP::EMP00061,31-90d,4,1,514.5,0.25
EMP::EMP00061,91-180d,60,15,477.3492063492063,0.25
EMP::EMP00061,181-365d,414,77,439.15402843601896,0.1859903381642512
EMP::EMP00061,365d+,1404,318,449.18472584856397,0.2264957264957265
EMP::EMP00062,31-90d,49,15,436.40816326530614,0.30612244897959184
EMP::EMP00062,91-180d,240,36,461.11475409836066,0.15
EMP::EMP00062,181-365d,772,154,451.44757033248084,0.19948186528497408
EMP::EMP00062,365d+,1414,276,459.6444866920152,0.19519094766619519
EMP::EMP00063,31-90d,52,6,435.49056603773585,0.11538461538461539
EMP::EMP00063,91-180d,191,28,443.75897435897434,0.14659685863874344
EMP::EMP00063,181-365d,421,91,464.5046511627907,0.2161520190023753
EMP::EMP00063,365d+,1555,343,446.00790754257906,0.22057877813504823
EMP::EMP00064,31-90d,16,2,537.8125,0.125
EMP::EMP00064,91-180d,184,40,464.9351351351351,0.21739130434782608
EMP::EMP00064,181-365d,470,105,443.6764705882353,0.22340425531914893
EMP::EMP00064,365d+,1592,337,451.6501854140915,0.21168341708542712
EMP::EMP00065,91-180d,34,7,404.74285714285713,0.20588235294117646
EMP::EMP00065,181-365d,585,110,462.424703891709,0.18803418803418803
EMP::EMP00065,365d+,1284,257,461.26332046332044,0.20015576323987538
EMP::EMP00066,31-90d,12,3,454.6666666666667,0.25
EMP::EMP00066,91-180d,66,10,449.9848484848485,0.15151515151515152
EMP::EMP00066,181-365d,419,89,470.7762237762238,0.21241050119331742
EMP::EMP00066,365d+,1205,267,465.64127764127767,0.22157676348547717
EMP::EMP00067,31-90d,9,3,506.55555555555554,0.3333333333333333
EMP::EMP00067,91-180d,243,56,441.0284552845528,0.23045267489711935
EMP::EMP00067,181-365d,775,166,447.2862547288777,0.21419354838709678
EMP::EMP00067,365d+,2166,459,456.5632133450395,0.21191135734072022
EMP::EMP00068,31-90d,22,2,388.7391304347826,0.09090909090909091
EMP::EMP00068,91-180d,97,16,431.86,0.16494845360824742
EMP::EMP00068,181-365d,653,134,437.4051204819277,0.20520673813169985
EMP::EMP00068,365d+,1336,303,454.2536483669215,0.22679640718562874
EMP::EMP00069,31-90d,49,12,531.98,0.24489795918367346
EMP::EMP00069,91-180d,173,22,460.8068181818182,0.12716763005780346
EMP::EMP00069,181-365d,529,109,436.7188081936685,0.2060491493383743
EMP::EMP00069,365d+,1444,323,448.98760600130464,0.2236842105263158
EMP::EMP00070,31-90d,21,2,446.1904761904762,0.09523809523809523
EMP::EMP00070,91-180d,140,30,432.65492957746477,0.21428571428571427
EMP::EMP00070,181-365d,562,112,463.52296819787983,0.199288256227758
EMP::EMP00070,365d+,2105,403,452.2887323943662,0.19144893111638955
EMP::EMP00071,31-90d,54,13,454.31481481481484,0.24074074074074073
EMP::EMP00071,91-180d,161,43,420.9277108433735,0.2670807453416149
EMP::EMP00071,181-365d,647,132,451.157251908397,0.20401854714064915
EMP::EMP00071,365d+,947,201,453.13603322949115,0.2122492080253432
EMP::EMP00072,31-90d,34,4,433.44117647058823,0.11764705882352941
EMP::EMP00072,91-180d,127,32,445.06976744186045,0.25196850393700787
EMP::EMP00072,181-365d,772,164,441.7623888182973,0.21243523316062177
EMP::EMP00072,365d+,1382,291,455.1709401709402,0.2105643994211288
EMP::EMP00073,91-180d,5,2,357.2,0.4
EMP::EMP00073,181-365d,275,63,458.0902527075812,0.2290909090909091
EMP::EMP00073,365d+,1293,266,451.5285605483625,0.205723124516628
EMP::EMP00074,31-90d,62,13,449.7142857142857,0.20967741935483872
EMP::EMP00074,91-180d,222,46,467.81140350877195,0.2072072072072072
EMP::EMP00074,181-365d,626,124,453.8126984126984,0.19808306709265175
EMP::EMP00074,365d+,2298,442,450.1427343078246,0.19234116623150566
EMP::EMP00075,31-90d,2,0,765.5,0.0
EMP::EMP00075,91-180d,43,11,412.52272727272725,0.2558139534883721
EMP::EMP00075,181-365d,204,43,433.8985507246377,0.2107843137254902
EMP::EMP00075,365d+,2131,413,455.1748381128585,0.19380572501173157
EMP::EMP00076,31-90d,43,6,434.5348837209302,0.13953488372093023
EMP::EMP00076,91-180d,270,70,445.4492753623188,0.25925925925925924
EMP::EMP00076,181-365d,567,120,467.4912587412587,0.21164021164021163
EMP::EMP00076,365d+,1756,351,454.3595199127114,0.19988610478359908
EMP::EMP00077,31-90d,46,4,512.4468085106383,0.08695652173913043
EMP::EMP00077,91-180d,159,38,410.35,0.2389937106918239
EMP::EMP00077,181-365d,492,94,443.1350806451613,0.1910569105691057
EMP::EMP00077,365d+,1366,298,449.8635379061372,0.21815519765739386
EMP::EMP00078,31-90d,59,14,442.4516129032258,0.23728813559322035
EMP::EMP00078,91-180d,288,51,463.0750853242321,0.17708333333333334
EMP::EMP00078,181-365d,745,153,434.77602108036893,0.20536912751677852
EMP::EMP00078,365d+,1126,241,439.6083916083916,0.21403197158081705
EMP::EMP00079,31-90d,89,26,436.2717391304348,0.29213483146067415
EMP::EMP00079,91-180d,222,43,454.4734513274336,0.19369369369369369
EMP::EMP00079,181-365d,405,79,455.6780487804878,0.19506172839506172
EMP::EMP00079,365d+,1016,206,456.0193610842207,0.20275590551181102
EMP::EMP00080,31-90d,17,4,506.47058823529414,0.23529411764705882
EMP::EMP00080,91-180d,71,10,465.0821917808219,0.14084507042253522
EMP::EMP00080,181-365d,616,140,454.10093167701865,0.22727272727272727
EMP::EMP00080,365d+,1342,252,451.8696285506191,0.18777943368107303
EMP::EMP00081,31-90d,35,5,475.7142857142857,0.14285714285714285
EMP::EMP00081,91-180d,96,20,471.8645833333333,0.20833333333333334
EMP::EMP00081,181-365d,481,82,457.5235173824131,0.1704781704781705
EMP::EMP00081,365d+,1178,244,455.5238893545683,0.2071307300509338
EMP::EMP00082,31-90d,13,3,510.3076923076923,0.23076923076923078
EMP::EMP00082,91-180d,145,37,468.94557823129253,0.25517241379310346
EMP::EMP00082,181-365d,791,169,441.63295880149815,0.213653603034134
EMP::EMP00082,365d+,1096,268,445.0107973421927,0.24452554744525548
EMP::EMP00083,31-90d,26,5,391.8888888888889,0.19230769230769232
EMP::EMP00083,91-180d,84,11,452.7325581395349,0.13095238095238096
EMP::EMP00083,181-365d,626,138,451.98587127158555,0.22044728434504793
EMP::EMP00083,365d+,1840,336,457.37654653039266,0.1826086956521739
EMP::EMP00084,31-90d,88,26,441.08988764044943,0.29545454545454547
EMP::EMP00084,91-180d,244,67,438.4136546184739,0.27459016393442626
EMP::EMP00084,181-365d,750,155,444.08707124010556,0.20666666666666667
EMP::EMP00084,365d+,1670,332,448.0863689776733,0.19880239520958085
EMP::EMP00085,91-180d,21,4,422.04761904761904,0.19047619047619047
EMP::EMP00085,181-365d,317,68,465.54938271604937,0.21451104100946372
EMP::EMP00085,365d+,2360,457,453.46009193480984,0.19364406779661017
EMP::EMP00086,31-90d,30,7,492.1333333333333,0.23333333333333334
EMP::EMP00086,91-180d,162,31,467.140243902439,0.19135802469135801
EMP::EMP00086,181-365d,955,170,455.5904471544715,0.17801047120418848
EMP::EMP00086,365d+,1305,253,450.39728096676737,0.19386973180076628
EMP::EMP00087,31-90d,78,20,432.3625,0.2564102564102564
EMP::EMP00087,91-180d,224,59,471.8421052631579,0.26339285714285715
EMP::EMP00087,181-365d,638,135,441.0046082949309,0.2115987460815047
EMP::EMP00087,365d+,1569,320,462.74811557788945,0.20395156150414276
EMP::EMP00088,31-90d,34,12,486.0857142857143,0.35294117647058826
EMP::EMP00088,91-180d,283,49,448.55087719298245,0.17314487632508835
EMP::EMP00088,181-365d,902,197,458.5429815016322,0.21840354767184036
EMP::EMP00088,365d+,2039,414,438.7270973963356,0.2030407062285434
EMP::EMP00089,31-90d,14,2,470.35714285714283,0.14285714285714285
EMP::EMP00089,91-180d,44,7,477.5111111111111,0.1590909090909091
EMP::EMP00089,181-365d,416,87,444.2676056338028,0.2091346153846154
EMP::EMP00089,365d+,1899,426,459.76118626430804,0.22432859399684044
EMP::EMP00090,31-90d,34,4,508.9117647058824,0.11764705882352941
EMP::EMP00090,91-180d,163,30,474.19879518072287,0.18404907975460122
EMP::EMP00090,181-365d,285,58,455.10884353741494,0.20350877192982456
EMP::EMP00090,365d+,1067,219,460.5096952908587,0.20524835988753515
EMP::EMP00091,91-180d,107,20,459.6637168141593,0.18691588785046728
EMP::EMP00091,181-365d,395,79,441.79596977329976,0.2
EMP::EMP00091,365d+,957,214,451.2208293153327,0.22361546499477533
EMP::EMP00092,31-90d,15,2,402.46666666666664,0.13333333333333333
EMP::EMP00092,91-180d,174,38,465.7808988764045,0.21839080459770116
EMP::EMP00092,181-365d,703,136,455.90112994350284,0.1934566145092461
EMP::EMP00092,365d+,2039,375,453.0,0.18391368317802845
EMP::EMP00093,91-180d,104,30,414.4766355140187,0.28846153846153844
EMP::EMP00093,181-365d,524,114,461.85553470919325,0.21755725190839695
EMP::EMP00093,365d+,1665,354,444.259940652819,0.2126126126126126
EMP::EMP00094,91-180d,117,17,441.4406779661017,0.1452991452991453
EMP::EMP00094,181-365d,636,125,438.6816074188563,0.19654088050314467
EMP::EMP00094,365d+,2067,401,449.2306229196386,0.19400096758587324
EMP::EMP00095,31-90d,11,4,534.1818181818181,0.36363636363636365
EMP::EMP00095,91-180d,57,13,463.8196721311475,0.22807017543859648
EMP::EMP00095,181-365d,515,119,454.34034416826006,0.23106796116504855
EMP::EMP00095,365d+,2578,557,444.87490436113234,0.2160589604344453
EMP::EMP00096,31-90d,20,2,498.9,0.1
EMP::EMP00096,91-180d,101,17,489.76237623762376,0.16831683168316833
EMP::EMP00096,181-365d,472,96,448.0649895178197,0.2033898305084746
EMP::EMP00096,365d+,1315,243,462.4116766467066,0.18479087452471482
EMP::EMP00097,31-90d,77,15,462.8205128205128,0.19480519480519481
EMP::EMP00097,91-180d,342,63,442.23919308357347,0.18421052631578946
EMP::EMP00097,181-365d,708,141,453.904033379694,0.19915254237288135
EMP::EMP00097,365d+,1198,231,436.32157506152583,0.19282136894824708
EMP::EMP00098,31-90d,15,2,404.53333333333336,0.13333333333333333
EMP::EMP00098,91-180d,154,34,431.39102564102564,0.22077922077922077
EMP::EMP00098,181-365d,541,112,451.9617486338798,0.20702402957486138
EMP::EMP00098,365d+,1613,294,446.7350427350427,0.18226906385616862
EMP::EMP00099,31-90d,13,4,482.14285714285717,0.3076923076923077
EMP::EMP00099,91-180d,94,15,456.25773195876286,0.1595744680851064
EMP::EMP00099,181-365d,369,73,472.52815013404825,0.1978319783197832
EMP::EMP00099,365d+,1634,308,455.4854897218863,0.18849449204406366
EMP::EMP00100,31-90d,14,1,397.42857142857144,0.07142857142857142
EMP::EMP00100,91-180d,141,36,460.11724137931037,0.2553191489361702
EMP::EMP00100,181-365d,696,150,452.84844192634563,0.21551724137931033
EMP::EMP00100,365d+,567,116,447.7170138888889,0.20458553791887124
EMP::EMP00101,31-90d,52,8,431.53846153846155,0.15384615384615385
EMP::EMP00101,91-180d,184,40,435.39572192513367,0.21739130434782608
EMP::EMP00101,181-365d,679,149,444.1463414634146,0.21944035346097202
EMP::EMP00101,365d+,1712,338,461.44752018454443,0.19742990654205608
EMP::EMP00102,181-365d,237,53,429.3709677419355,0.22362869198312235
EMP::EMP00102,365d+,1961,412,448.9663485685585,0.21009688934217235
EMP::EMP00103,31-90d,17,4,557.2777777777778,0.23529411764705882
EMP::EMP00103,91-180d,132,21,475.609022556391,0.1590909090909091
