dataset,column,missing_count,missing_pct
sms_events,event_type,0,0.0
sms_events,template_code,0,0.0
sms_events,provider_id,0,0.0
sms_events,event_at_raw,0,0.0
sms_events,event_at_parsed,0,0.0
sms_events,timezone_raw,0,0.0
sms_events,event_at_utc,0,0.0
sms_events,event_at_local,0,0.0
sms_events,event_at_date_local,0,0.0
sms_events,event_at_hour_local,0,0.0
sms_events,month,0,0.0
field_visits,visit_id,0,0.0
field_visits,account_id,0,0.0
field_visits,borrower_id,0,0.0
field_visits,event_at,0,0.0
field_visits,agent_id,0,0.0
field_visits,visit_type,0,0.0
field_visits,outcome,0,0.0
field_visits,latitude,0,0.0
field_visits,longitude,0,0.0
field_visits,event_at_raw,0,0.0
field_visits,event_at_parsed,0,0.0
field_visits,timezone_raw,0,0.0
field_visits,event_at_utc,0,0.0
field_visits,event_at_local,0,0.0
field_visits,event_at_date_local,0,0.0
field_visits,event_at_hour_local,0,0.0
field_visits,month,0,0.0
promises_to_pay,ptp_id,0,0.0
promises_to_pay,account_id,0,0.0
promises_to_pay,borrower_id,0,0.0
promises_to_pay,event_at,0,0.0
promises_to_pay,agent_id,0,0.0
promises_to_pay,promised_amount,0,0.0
promises_to_pay,promised_date,0,0.0
promises_to_pay,status,0,0.0
promises_to_pay,source,0,0.0
promises_to_pay,event_at_raw,0,0.0
promises_to_pay,event_at_parsed,0,0.0
promises_to_pay,timezone_raw,0,0.0
promises_to_pay,event_at_utc,0,0.0
promises_to_pay,event_at_local,0,0.0
promises_to_pay,event_at_date_local,0,0.0
promises_to_pay,event_at_hour_local,0,0.0
promises_to_pay,month,0,0.0
payments,payment_id,0,0.0
payments,account_id,0,0.0
payments,borrower_id,0,0.0
payments,event_at,0,0.0
payments,amount,0,0.0
payments,payment_status,0,0.0
payments,payment_method,0,0.0
payments,provider_id,0,0.0
payments,event_at_raw,0,0.0
payments,event_at_parsed,0,0.0
payments,timezone_raw,0,0.0
payments,event_at_utc,0,0.0
payments,event_at_local,0,0.0
payments,event_at_date_local,0,0.0
payments,event_at_hour_local,0,0.0
payments,month,0,0.0
vendor_telephony,vendor_id,0,0.0
vendor_telephony,vendor_name,0,0.0
vendor_telephony,vendor_account_id,0,0.0
vendor_telephony,timezone,0,0.0
vendor_telephony,status,0,0.0
vendor_telephony,schema_version,0,0.0
complaints,complaint_id,0,0.0
complaints,account_id,0,0.0
complaints,borrower_id,0,0.0
complaints,event_at,0,0.0
complaints,complaint_type,0,0.0
complaints,severity,0,0.0
complaints,status,0,0.0
complaints,source,0,0.0
complaints,resolution_at,0,0.0
complaints,event_at_raw,0,0.0
complaints,event_at_parsed,0,0.0
complaints,timezone_raw,0,0.0
complaints,event_at_utc,0,0.0
complaints,event_at_local,0,0.0
complaints,event_at_date_local,0,0.0
complaints,event_at_hour_local,0,0.0
complaints,month,0,0.0
account_status_history,history_id,0,0.0
account_status_history,account_id,0,0.0
account_status_history,borrower_id,0,0.0
account_status_history,event_at,0,0.0
account_status_history,status,0,0.0
account_status_history,changed_by,0,0.0
account_status_history,source,0,0.0
account_status_history,recorded_at,0,0.0
account_status_history,event_at_raw,0,0.0
account_status_history,event_at_parsed,0,0.0
account_status_history,timezone_raw,0,0.0
account_status_history,event_at_utc,0,0.0
account_status_history,event_at_local,0,0.0
account_status_history,event_at_date_local,0,0.0
account_status_history,event_at_hour_local,0,0.0
account_status_history,month,0,0.0
